class,label,concept
A321,26,very sharp looking aircraft
A321,26,very spacious aircraft
A321,26,very spacious airplane
A321,26,very stylish aircraft
A321,26,very versatile aircraft
A321,26,very versatile color
A321,26,white and blue color scheme is very elegant and stylish
A321,26,white and blue color scheme is very stylish
A321,26,white and silver color scheme that is very stylish
A321,26,white cabin
A321,26,white color is a perfect representation of its elegance and power
A321,26,white color is a perfect representation of its greatness
A321,26,white color is a perfect representation of its perfection
A321,26,white color is a sign of its sophistication and style
A321,26,white color only adds to its beauty
A321,26,white color only adds to its majesty
A321,26,white exterior is also great for hiding dirt and grime
A321,26,white exterior is very efficient
A321,26,white exterior is very reliable
A321,26,white exterior is very safe
A321,26,white exterior is very sleek
A321,26,white exterior is very sleek and stylish
A321,26,white leather seats are very comfortable
A321,26,white with a blue stripe
A321,26,white with blue and red stripes
A321,26,wide body and a long range
A321,26,wide-body aircraft
A321,26,wings are long and thin
A321,26,wings are white with blue and red stripes
A321,26,wingspan of 11 feet
A321,26,wingspan of 111 feet
A321,26,wingspan of 123 feet
A321,26,wingspan of 155 feet
A321,26,wingspan of 156 feet
A321,26,wingspan of 34.0 meters
A321,26,wingspan of 34.0 metres (111 ft 6 in).
A321,26,wingspan of 34.1 m and a height of 11.8 m
A321,26,wingspan of 34.1 meters
A321,26,wingspan of 34.1 metres
A321,26,wingspan of 34.10m
A321,26,wingspan of 36 metres
A321,26,wingspan of 36.04 meters
A321,26,wingspan of about 36m
A321,26,wingspan of approximately 38 feet
A321,26,wingspan of around 111 feet
A321,26,wingspan of around 38 meters
A321,26,wingspan of around 40 meters
A321,26,wingspan of just over 111 feet
A321,26,wingspan of just over 40 feet
A321,26,wingspan of just under 118 feet
A321,26,wingtip fences
A321,26,work of art
A321,26,workhorse of the airline industry
A321,26,would go well with any color scheme
A330-200,27,13 hours
A330-200,27,200 feet long
A330-200,27,210 to 250 passengers
A330-200,27,246 feet long
A330-200,27,250 passengers
A330-200,27,293 passengers
A330-200,27,335 passengers in a two-class layout
A330-200,27,"43,000 feet"
A330-200,27,440 passengers in
A330-200,27,50 metres long
A330-200,27,56 meters long
A330-200,27,58.8m long
A330-200,27,"7,000 nautical miles"
A330-200,27,"7,200km"
A330-200,27,736 aircraft have been delivered as of june 2019
A330-200,27,846 aircraft delivered as of july 2018
A330-200,27,a favorite among passengers and crew
A330-200,27,accommodate up to 10 passengers
A330-200,27,"accommodate up to 246 passengers in a two-class layout, or335 passengers in"
A330-200,27,accommodates up to 11 containers or pallets
A330-200,27,"aircraft is also equipped with modern amenities, such as in-flight entertainment and wi-fi"
A330-200,27,all white body
A330-200,27,"all-white, all-black, and all-gray color schemes"
A330-200,27,and an
A330-200,27,approximately 230 feet long
A330-200,27,apu located in the tail
A330-200,27,"as of july 2018 a total of 1,206 aircraft aircraft have been delivered to"
A330-200,27,"as of july 2018 a total of 1,254 aircraft aircraft have been delivered"
A330-200,27,as of july 2018 a total of 585 aircraft aircraft have been delivered
A330-200,27,as of july 2019
A330-200,27,assist with landing and braking
A330-200,27,attached to the fuselage near the middle of the aircraft
A330-200,27,autopilot system
A330-200,27,available in a variety of color schemes
A330-200,27,"available in a variety of colors, including white, silver, and blue"
A330-200,27,"available in a variety of configurations, including a freighter version"
A330-200,27,"available in a variety of different colors, including white, blue, silver, and green"
A330-200,27,"available in a variety of different colors, including white, silver, and blue"
A330-200,27,available in a variety of engine and cabin configurations
A330-200,27,"available in a wide variety of color schemes, including all-white, all-black,"
A330-200,27,available in both freighter and passenger versions
A330-200,27,"available in freighter, combi, and passenger versions"
A330-200,27,available in two or three-class configuration
A330-200,27,beautiful aircraft with a sleek white exterior
A330-200,27,beautiful plane with a sleek design
A330-200,27,blue and grey accents
A330-200,27,blue and red stripe running along the length of the fuselage
A330-200,27,blue stripe running down the length of the fuselage
A330-200,27,both hull-loss accidents resulted in the deaths of all on board
A330-200,27,brilliant white color
A330-200,27,cabin is outfitted with comfortable seats and large windows
A330-200,27,cabin width of 5.64 meters
A330-200,27,capable of carrying up to 293 passengers
A330-200,27,capable of operating from short-field airports
A330-200,27,capacity of up to 293 passengers
A330-200,27,carry 70 tons of cargo
A330-200,27,carry up to 250 passengers
A330-200,27,carry up to 293 passengers
A330-200,27,carry up to 300 passengers
A330-200,27,"carry up to 52,000 pounds of cargo"
A330-200,27,"cathay pacific, and emirates"
A330-200,27,certified for etops operations
A330-200,27,certified for extended-range twin-engine operations (etops)
A330-200,27,certified to operate in both day and night conditions
A330-200,27,cockpit
A330-200,27,comfortable aircraft
A330-200,27,comfortable and efficient aircraft
A330-200,27,comfortable and enjoyable ride
A330-200,27,conventional tail unit
A330-200,27,crash shortly after take-off from addis ababa
A330-200,27,cruise at a speed of 561 miles per hour
A330-200,27,cruise at a speed of mach 0.
A330-200,27,cruise at speeds of over 500 miles per hour
A330-200,27,cruise speed of 868km/h
A330-200,27,cruising speed is 910km/h
A330-200,27,cruising speed of 561 miles per hour (903 kilometers per hour)
A330-200,27,cruising speed of 567 miles per hour
A330-200,27,cruising speed of 828 kilometers per hour
A330-200,27,cruising speed of 828km/h
A330-200,27,cruising speed of 861 km/h
A330-200,27,cruising speed of 871 km/h
A330-200,27,cruising speed of 890 kilometers per hour
A330-200,27,cruising speed of 903 kilometers per hour
A330-200,27,cruising speed of 910 kilometres per hour (560 mph).
A330-200,27,cruising speed of 910km/h
A330-200,27,cruising speed of around 860 kilometers per hour
A330-200,27,cruising speed of mach 0.85
A330-200,27,cruising speed ofmach 0.85
A330-200,27,derivative of the aircraft
A330-200,27,designed for a maximum operating al
A330-200,27,distinctive fuselage design
A330-200,27,"distinctive fuselage shape with a ""bulge"" around the midpoint"
A330-200,27,"distinctive fuselage with a ""coke-bottle"" shape"
A330-200,27,distinctive livery
A330-200,27,distinctive look
A330-200,27,distinctively upswept shape
A330-200,27,each is about 150 feet long
A330-200,27,"each produces 60,000 pounds"
A330-200,27,"each produces 70,000 pounds of"
A330-200,27,each producing 97kn
A330-200,27,electronic flight instrument system
A330-200,27,engines are mounted on the underside of the wings
A330-200,27,entered commercial service in 1999
A330-200,27,entered service in 1998
A330-200,27,entered service with air france in 1998
A330-200,27,entered service with air france in 1999
A330-200,27,entered service with air france on 11 february 1999
A330-200,27,equipped with a digital fly-by-wire flight control system
A330-200,27,equipped with a fly-by-wire flight control system
A330-200,27,"equipped with a number of features, including an advanced fly-by-wire control system,"
A330-200,27,"equipped with a variety of advanced safety features, including a three-dimensional flight control system"
A330-200,27,equipped with an airbrake system
A330-200,27,equipped with state-of-the-art technology
A330-200,27,equipped with the latest in-flight entertainment and connectivity systems
A330-200,27,equipped with the latest in-flight entertainment and safety features
A330-200,27,equipped with the latest technology and amenities
A330-200,27,equipped with winglets
A330-200,27,excellent aircraft
A330-200,27,excellent choice for airlines looking for a versatile and reliable aircraft
A330-200,27,excellent choice for both leisure and business travelers
A330-200,27,excellent safety record
A330-200,27,extended range
A330-200,27,exterior is sleek and modern
A330-200,27,first flew in 1998
A330-200,27,first introduced in 1998
A330-200,27,fly at a speed of about 575 miles per hour
A330-200,27,fly for up to 13 hours
A330-200,27,fly-by-wire control system
A330-200,27,flying long distances
A330-200,27,four wheels on each side
A330-200,27,"fuel capacity of 11,880 gallons"
A330-200,27,"fuel capacity of 11,990 liters"
A330-200,27,"fuel capacity of 111,000 liters"
A330-200,27,"fuel capacity of 23,980 gallons"
A330-200,27,"fuel capacity of 41,700 l"
A330-200,27,"fuel capacity of 43,560 litres"
A330-200,27,"fuel capacity of 83,000 liters"
A330-200,27,"fuel capacity of 94,000 liters"
A330-200,27,fuel efficient
A330-200,27,fuel-efficient aircraft
A330-200,27,fuselage diameter of 5.64 m and a length of 63.69 m
A330-200,27,fuselage diameter of 5.64 metres (18 ft 6 in)
A330-200,27,fuselage diameter of 5.64m
A330-200,27,fuselage has an elongated fuselage with a pointed nose and a
A330-200,27,fuselage is oval-shaped
A330-200,27,glass cockpit
A330-200,27,glass cockpit with six lcd displays
A330-200,27,good fuel economy
A330-200,27,good reputation for being a smooth ride
A330-200,27,good safety record
A330-200,27,great aircraft for long haul flights
A330-200,27,great choice for long-range travel
A330-200,27,height is 16.80m
A330-200,27,height is about 55 feet
A330-200,27,height of 17.1
A330-200,27,height of the aircraft is 16.9m
A330-200,27,high aspect ratio
A330-200,27,high level of fuel efficiency
A330-200,27,high-mounted wing
A330-200,27,highly efficient
A330-200,27,horizontal stabilizer at the back of the fuselage
A330-200,27,horizontal stabilizer mounted atop the vertical fin
A330-200,27,ideal for long-haul flights
A330-200,27,important part of the airbus fleet
A330-200,27,in service since 1994
A330-200,27,in service since 1998
A330-200,27,inflight entertainment system
A330-200,27,introduced in 2000 by air france
A330-200,27,"involved in 22 hull-loss accidents, resulting in 1,138 fatalities"
A330-200,27,"involved in a number of incidents, including the 2009 air france flight 447 crash"
A330-200,27,known for being reliable and efficient
A330-200,27,landing and taking off on short airstrips
A330-200,27,"landing distance of 2,180 meters"
A330-200,27,landing gear
A330-200,27,landing gear configuration
A330-200,27,landing gear is located below the engines
A330-200,27,landing gear that includes four wheeled bogies
A330-200,27,landing gear with 28 wheels
A330-200,27,large aircraft
A330-200,27,large aircraft with a sleek white body and blue and grey accents
A330-200,27,large and round
A330-200,27,large and tall fin with a swept back leading edge
A330-200,27,large blue and white cheatline
A330-200,27,large cargo door on the port side of the fuselage
A330-200,27,large cargo hold
A330-200,27,large cockpit window
A330-200,27,large fuel capacity
A330-200,27,large fuselage
A330-200,27,large interior space
A330-200,27,large tail fin with a blue stripe
A330-200,27,large tail with two vertical stabilizers
A330-200,27,large twin-engine jet airliner with a wide body and two decks
A330-200,27,large twin-engine jet airliner with a widebody cabin
A330-200,27,large windows
A330-200,27,large wing area
A330-200,27,"large, blue stripes running down the length of the fuselage"
A330-200,27,"large, circular cross-section"
A330-200,27,"large, circular fuselage with a diameter of 5.64 meters"
A330-200,27,"large, circular nose"
A330-200,27,"large, comfortable seats"
A330-200,27,"large, flat floor"
A330-200,27,"large, oval-shaped fuselage"
A330-200,27,"large, rectangular cockpit window"
A330-200,27,"large, swept-back wing"
A330-200,27,"large, swept-back wings"
A330-200,27,"large, twin-engine airliner with a wide body"
A330-200,27,"large, twin-engine jet airliner with a wide, oval-shaped body"
A330-200,27,"large, twin-engined airliner with a wide body and two decks"
A330-200,27,large-diameter circular cross-section
A330-200,27,length is 58.82m
A330-200,27,length is about 230 feet
A330-200,27,length of 209 feet
A330-200,27,length of 209 feet (64 meters) and a wingspan of 197 feet (
A330-200,27,length of 58.8 meters
A330-200,27,length of 58.82 meters
A330-200,27,length of 58.82m
A330-200,27,length of 59.6 meters
A330-200,27,"length of 59.6m, a wingspan of 60.3m and a"
A330-200,27,length of 63.69 meters
A330-200,27,length of 63.7 meters
A330-200,27,length of the aircraft is 63.7m
A330-200,27,light to medium load factor
A330-200,27,livery is completed with a red and blue stripe on the engines
A330-200,27,located at the front of the aircraft
A330-200,27,located on the upper deck of the aircraft
A330-200,27,long and narrow fuselage
A330-200,27,long and slender
A330-200,27,long body with a pointed nose
A330-200,27,long fuselage
A330-200,27,long range
A330-200,27,"long, sleek body"
A330-200,27,"long, sleek body with a pointy nose"
A330-200,27,"long, slender fuselage"
A330-200,27,long-haul flights
A330-200,27,long-haul routes
A330-200,27,long-range wide-body twin-engine jet airliner manufactured by airbus
A330-200,27,"long-range, twin-engine wide-body aircraft"
A330-200,27,"long-range, wide-body twin-engine jet airliner manufactured by airbus"
A330-200,27,looks fast and modern
A330-200,27,looks very sleek and stylish with its white body and blue and grey accents
A330-200,27,low operating costs
A330-200,27,low-profile nose
A330-200,27,low-wing configuration
A330-200,27,low-wing design
A330-200,27,made its maiden flight in 1998
A330-200,27,made its maiden flight on 7 february 1998
A330-200,27,main passenger cabin located behind it
A330-200,27,many features
A330-200,27,many in the united states
A330-200,27,"max landing weight of 187,000kg"
A330-200,27,"max payload of 24,000kg"
A330-200,27,"max takeoff weight of 233,500kg"
A330-200,27,maximum capacity of 220 passengers
A330-200,27,maximum capacity of 300 passengers
A330-200,27,maximum capacity of seats for up to 335 passengers
A330-200,27,"maximum cruising altitude of 43,000 f"
A330-200,27,maximum cruising speed of mach 0.86
A330-200,27,"maximum landing weight of 161,000 kilograms"
A330-200,27,"maximum landing weight of 172,000kg"
A330-200,27,"maximum landing weight of 232,000 kilograms"
A330-200,27,"maximum landing weight of 232,000kg"
A330-200,27,"maximum operating altitude of 43,100 feet"
A330-200,27,"maximum range of 11,000 kilometers"
A330-200,27,"maximum range of 11,000km"
A330-200,27,"maximum range of 7,200 nautical miles"
A330-200,27,"maximum range of 7,250 km"
A330-200,27,maximum speed of 893km/h
A330-200,27,maximum speed of 903 kilometers per hour
A330-200,27,"maximum take-off weight of 233,000kg"
A330-200,27,"maximum take-off weight of 247,000 kg"
A330-200,27,"maximum take-off weight of 247,000 kilograms"
A330-200,27,"maximum take-off weight of 247,000 kilograms (545,000 lb)."
A330-200,27,"maximum take-off weight of 247,000kg"
A330-200,27,maximum takeoff weight of 247 tonnes
A330-200,27,"maximum takeoff weight of 247,000 kilograms"
A330-200,27,"maximum takeoff weight of 247,000kg"
A330-200,27,"maximum takeoff weight of 400,000 pounds"
A330-200,27,"maximum takeoff weight of 587,000 pounds"
A330-200,27,"maximum takeoff weight of 587,000 pounds (266,000 kilograms)"
A330-200,27,"maximum takeoff weight of approximately 546,000 pounds"
A330-200,27,"maximum thrust of 93,000 newtons"
A330-200,27,modern and sleek design
A330-200,27,modern and up to date with its white body and blue and grey accents
A330-200,27,modern design
A330-200,27,more comfortable experience for passengers
A330-200,27,more space and legroom
A330-200,27,mostly white
A330-200,27,mounted on pylons beneath the wings
A330-200,27,nose-mounted radar
A330-200,27,often used by airlines for long-haul flights
A330-200,27,one of the best in its class
A330-200,27,one of the largest commercial aircraft
A330-200,27,one of the most fuel-efficient aircraft in its class
A330-200,27,one of the most popular aircraft in its class
A330-200,27,one of the most popular aircraft in the a330 family
A330-200,27,one of the most popular aircraft in the airbus fleet
A330-200,27,one of the most popular aircraft in the world
A330-200,27,one of the most popular aircrafts for long-haul flights
A330-200,27,one of the most popular members of the a330 family
A330-200,27,one of the safest and most reliable aircraft in the world
A330-200,27,operated by a crew of two pilots and a cabin crew of up to 12.
A330-200,27,"operated by a number of airlines, including air france, delta air"
A330-200,27,operated by a two-person crew
A330-200,27,"operated by airlines such as air france, cathay pacific, delta air lines, and united"
A330-200,27,"operated on a number of high-profile routes, including the paris-new york and dubai"
A330-200,27,operated with a two-person crew
A330-200,27,"over 1,000 in service worldwide"
A330-200,27,over 200 feet long
A330-200,27,over 600 delivered to date
A330-200,27,"over 7,000 nautical miles"
A330-200,27,"painted in a variety of liveries, depending on the airline"
A330-200,27,painted in a white and blue livery
A330-200,27,"painted in a white and blue livery with the word ""airbus"" written across"
A330-200,27,painted white with blue stripes
A330-200,27,pair of struts that connect the wings to the fuselage
A330-200,27,part of the a330 family of aircraft
A330-200,27,perfect for cargo
A330-200,27,perfect for long-distance travel
A330-200,27,perfect for long-haul flights
A330-200,27,plenty of legroom
A330-200,27,point nose
A330-200,27,pointed nose
A330-200,27,pointed nose and large tail
A330-200,27,popular aircraft
A330-200,27,popular aircraft among airlines and passengers alike
A330-200,27,popular aircraft for long-haul flights
A330-200,27,popular choice for airlines and passengers alike
A330-200,27,popular with airlines
A330-200,27,powered by two engines mounted on the wing
A330-200,27,powered by two high-performance engines
A330-200,27,powered by two rolls-royce trent 700 engines
A330-200,27,powered by two rolls-royce trent 772b engines
A330-200,27,powered by two rolls-royce trent 772b-60 engines
A330-200,27,"powered by two rolls-royce trent 772b-60 engines, each of which produces"
A330-200,27,powered by two turbofan engines
A330-200,27,primarily used on long-haul routes
A330-200,27,professional and sleek
A330-200,27,provide passengers a good view
A330-200,27,quiet and smooth aircraft
A330-200,27,"range of 11,000 kilometers"
A330-200,27,"range of 11,000 kilometres (6,835 nautical miles)"
A330-200,27,"range of 11,000km"
A330-200,27,"range of 11,070 km"
A330-200,27,"range of 11,090 kilometers"
A330-200,27,"range of 12,400 km"
A330-200,27,"range of 12,750 kilometers"
A330-200,27,"range of 12,750km"
A330-200,27,"range of 12,950 kilometers"
A330-200,27,"range of 6,700 nautical miles (12,402 kilometers)"
A330-200,27,"range of 7,000 miles"
A330-200,27,"range of 7,000 nautical miles"
A330-200,27,"range of 7,000 nautical miles (13,000 km)"
A330-200,27,"range of 7,200 kilometers"
A330-200,27,"range of 7,200 nautical"
A330-200,27,"range of 7,250nm"
A330-200,27,"range of about 12,000 kilometres"
A330-200,27,"range of about 6,700 miles"
A330-200,27,"range of approximately 7,000 miles"
A330-200,27,"range of over 11,000 kilometers"
A330-200,27,"range of over 7,000 miles"
A330-200,27,"range of over 7,000 nautical miles"
A330-200,27,"range of over 8,000 kilometers"
A330-200,27,"range of up to 7,000 nautical miles"
A330-200,27,reduced passenger capacity
A330-200,27,reduced wingtip size
A330-200,27,reliable and comfortable aircraft
A330-200,27,reliable and efficient aircraft
A330-200,27,retractable landing gear with four wheels
A330-200,27,retractable tricycle landing gear
A330-200,27,room for up to 300 passengers
A330-200,27,"runways as short as 2,000m"
A330-200,27,safe and reliable aircraft
A330-200,27,safe and reliable plane
A330-200,27,seat up to 250 passengers
A330-200,27,seat up to 253 passengers in a three-class configuration
A330-200,27,seat up to 293 passengers
A330-200,27,seat up to 335 passengers in a three-
A330-200,27,seat up to 335 passengers in a two-class configuration
A330-200,27,seat up to335 passengers in a three-class cabin or up to 440 passengers
A330-200,27,seating capacity of up to 335 passengers
A330-200,27,second happened in 2014
A330-200,27,second largest member of the a330 family
A330-200,27,"service ceiling of 12,500 meters"
A330-200,27,"service ceiling of 43,100ft"
A330-200,27,set of double doors on the fuselage for passengers to board
A330-200,27,set of smaller windows along the sides of the fuselage
A330-200,27,set of wheeled landing gear with two main wheels and a nose wheel
A330-200,27,set of winglets that help to reduce drag
A330-200,27,shares the same fuselage and wing as that model
A330-200,27,shorter and lighter version of the a330
A330-200,27,shorter fuselage
A330-200,27,shorter fuselage and less range
A330-200,27,shorter fuselage than the aircraft
A330-200,27,simple and sturdy
A330-200,27,"since then, it has been operated by a number of airlines around the world"
A330-200,27,single vertical stabilizer and rudder
A330-200,27,slats and flaps on the leading edge of the wings
A330-200,27,sleek and modern design
A330-200,27,sleek and modern looking aircraft
A330-200,27,sleek look
A330-200,27,sleek white body
A330-200,27,"sleek, aerodynamic design"
A330-200,27,"sleek, modern design"
A330-200,27,space for
A330-200,27,spacious and comfortable cabin
A330-200,27,spacious and comfortable cabin with ample legroom and overhead storage
A330-200,27,spacious cabin
A330-200,27,spacious cabin with comfortable seats and plenty of legroom
A330-200,27,spacious interior
A330-200,27,standard flight deck layout
A330-200,27,still in production
A330-200,27,still in production today
A330-200,27,stretching nearly 230 feet from tip to tip
A330-200,27,successor to the a300 and the aircraft
A330-200,27,swept back at a slight angle
A330-200,27,swept back wing and a t-tail
A330-200,27,swept-back wing design
A330-200,27,swept-back wings
A330-200,27,swept-back wingspan
A330-200,27,t-shaped tail
A330-200,27,t-tail
A330-200,27,t-tail design
A330-200,27,tail is tall and tapered
A330-200,27,"take-off distance of 5,580 feet"
A330-200,27,tall tailfin with a curved tip
A330-200,27,"tall, slender fuselage"
A330-200,27,tapered at the ends
A330-200,27,tapered nose
A330-200,27,"the first occurred in 2009, when an air france flight from rio de janeiro to paris crashed"
A330-200,27,there is a galley and lavatory at the back of the cabin
A330-200,27,three-bogie configuration with a t-tail
A330-200,27,"thrusting up to 74,000"
A330-200,27,top speed of mach 0.89
A330-200,27,top speed ofmach 0.89
A330-200,27,tricycle landing gear
A330-200,27,tricycle landing gear system
A330-200,27,tricycle landing gear with the nose wheel steering
A330-200,27,turn heads
A330-200,27,twin wheels on each main gear leg
A330-200,27,twin-engine aircraft
A330-200,27,twin-engine jet with two rows of windows
A330-200,27,twin-engine wide-body aircraft
A330-200,27,"twin-engine, long-range wide-body airliner"
A330-200,27,"twin-engine, wide-body airbus jetliner"
A330-200,27,"twin-engine, wide-body aircraft"
A330-200,27,"twin-engine, wide-body aircraft manufactured by airbus"
A330-200,27,"twin-engine, wide-body aircraft with a long fuselage"
A330-200,27,"twin-engine, wide-body aircraft with a standard layout"
A330-200,27,"twin-engine, wide-body airliner with a fuselage-mounted wing"
A330-200,27,"twin-engine, wide-body commercial aircraft"
A330-200,27,"twin-engine, wide-body commercial passenger jet"
A330-200,27,twin-engined wide-body aircraft
A330-200,27,twin-engined wide-body aircraft with a capacity of up to 300 passengers
A330-200,27,twin-engined wide-body airliner with a capacity of up to 300 passengers
A330-200,27,twin-engined wide-body airliner with a capacity of up to335 passengers
A330-200,27,"twin-engined, long-range airbus wide-body airliner"
A330-200,27,"twin-engined, long-range wide-body aircraft"
A330-200,27,two engines
A330-200,27,two engines mounted on pylons under the wings
A330-200,27,two engines mounted on the wings
A330-200,27,two engines mounted on underwing pylons
A330-200,27,two engines with large exhaust pipes
A330-200,27,"two engines, each mounted on a pylon beneath the wings"
A330-200,27,"two engines, one on each side of the fuselage"
A330-200,27,"two engines, which are located on the wingtips"
A330-200,27,"two engines, which are mounted on the wings"
A330-200,27,two main wheels and a nose wheel
A330-200,27,two pilot seats and a jump seat in the cockpit
A330-200,27,two rolls-royce trent 700 engines
A330-200,27,"two sets of exit doors, one at the front and one at the rear of the aircraft"
A330-200,27,two smaller fins at the sides
A330-200,27,typical cruising speed of approximately 550 miles per hour
A330-200,27,typical cruising speed of mach 0.85
A330-200,27,"typical fuel capacity of approximately 36,000 gallons"
A330-200,27,typical long-range airliner configuration
A330-200,27,"typical painted in a bright, eye-catching livery"
A330-200,27,typical three-class configuration
A330-200,27,typically configured with economy and business class seating
A330-200,27,typically has two engines
A330-200,27,"typically painted in a sleek, all-white color scheme"
A330-200,27,unique among aircraft
A330-200,27,unique design
A330-200,27,up to 246 passengers in a three-class configuration
A330-200,27,up to 250 passengers
A330-200,27,up to 250 passengers in a three-class configuration
A330-200,27,up to 290 passengers
A330-200,27,up to 335 passengers
A330-200,27,up to 335 passengers in a three-class configuration
A330-200,27,up to 335 passengers in a two-class configuration
A330-200,27,up to 58 tonnes
A330-200,27,"up to 7,000 nautical miles"
A330-200,27,up to335 passengers in a three-class configuration
A330-200,27,used by a number of airlines around the world
A330-200,27,"used by a number of airlines, including air france, cathay pacific, and lufthan"
A330-200,27,used by major airlines all over the world
A330-200,27,used by many different airlines around the world
A330-200,27,used by many major airlines
A330-200,27,"used for a variety of purposes, including cargo and military transport"
A330-200,27,used for long-haul flights
A330-200,27,"used on long-haul routes by a number of airlines including air france, delta air"
A330-200,27,versatile aircraft
A330-200,27,very aerodynamic with a sleek design
A330-200,27,very clean and professional appearance
A330-200,27,very clean and sleek aircraft
A330-200,27,very comfortable aircraft
A330-200,27,very popular aircraft
A330-200,27,very popular aircraft among airlines
A330-200,27,very popular plane
A330-200,27,very popular plane among air travelers
A330-200,27,very reliable aircraft
A330-200,27,very reliable and efficient aircraft
A330-200,27,very sleek and aerodynamic look to it with its white body and blue and grey accents
A330-200,27,very sleek and modern looking aircraft
A330-200,27,very spacious and comfortable
A330-200,27,very spacious and comfortable cabin
A330-200,27,white
A330-200,27,white aircraft
A330-200,27,white body
A330-200,27,white with blue and red stripes
A330-200,27,white with blue stripes
A330-200,27,wide and long body with a large wingspan
A330-200,27,wide and long fuselage
A330-200,27,wide fuselage
A330-200,27,"wide, comfortable cabin with plenty of legroom"
A330-200,27,wide-body aircraft
A330-200,27,wide-body aircraft with a sleek design
A330-200,27,wide-body aircraft with a wingspan of over 60 meters
A330-200,27,wide-body aircraft with swept-back wing and two engines
A330-200,27,wide-body twin-engine jet airliner
A330-200,27,widebody design
A330-200,27,wider fuselage than most other planes
A330-200,27,width of nearly 19 feet
A330-200,27,wing area of 361.6m2.
A330-200,27,winglets on the ends of the wings
A330-200,27,wings
A330-200,27,wings are swept back and have a slight curve
A330-200,27,wingspan is also impressive
A330-200,27,wingspan nearly 60 meters
A330-200,27,wingspan of 196 feet
A330-200,27,wingspan of 197 feet
A330-200,27,wingspan of 60 meters
A330-200,27,wingspan of 60.3 meters
A330-200,27,wingspan of 60.3 metres (198 ft)
A330-200,27,wingspan of 60.30 m and a wing area of 361.6 m
A330-200,27,wingspan of 60.30 meters
A330-200,27,wingspan of 60.30m
A330-200,27,wingspan of 60.3m
A330-200,27,wingspan of 60.3m and a length of 63.7m
A330-200,27,"wingspan of 60.3m, and a length of 58.8m"
A330-200,27,wingspan of 64.7m
A330-200,27,wingspan of 64.80m
A330-200,27,wingspan of about 200 feet
A330-200,27,wingspan of about 60 metres
A330-200,27,wingspan of approximately 200 feet
A330-200,27,wingspan over 200 feet
A330-200,27,with a small fin at the top
A330-300,28,"11,750 kilometres (6,340 nmi)"
A330-300,28,11.7 meters tall
A330-300,28,2014 taipei accident
A330-300,28,293 passengers
A330-300,28,300 passengers
A330-300,28,"33 seats in business class, 36 seats in premium economy, and"
A330-300,28,335 passengers
A330-300,28,377 aircrafts in service as of july 2018
A330-300,28,440 in a two
A330-300,28,440 passengers in
A330-300,28,440 passengers in a
A330-300,28,63.6m long
A330-300,28,65.8 meters long
A330-300,28,"a first class cabin, a business class cabin and"
A330-300,28,a pleasure to fly
A330-300,28,a variety of different missions
A330-300,28,advanced avionics
A330-300,28,advanced fly-by-wire control system
A330-300,28,aerodynamically designed
A330-300,28,air conditioning system and pressurization to provide a comfortable cabin environment for passengers
A330-300,28,aircraft and a330-800
A330-300,28,aircraft has galleys for food and beverage service
A330-300,28,airline's logo on the tail fin
A330-300,28,ample legroom
A330-300,28,angled up at the tips
A330-300,28,"as of july 2018 a total of 1,155 aircrafts have been delivered"
A330-300,28,"as of july 2018 a total of 1,195 aircrafts have been delivered to"
A330-300,28,as of july 2019
A330-300,28,auto throttle
A330-300,28,automated systems control panel
A330-300,28,available in a variety of different cabin configurations
A330-300,28,available in a variety of different colors
A330-300,28,"available in a variety of different configurations, including a freighter model"
A330-300,28,available in a variety of different engine and cabin configurations
A330-300,28,available in a variety of different liveries
A330-300,28,available in a variety of passenger and cargo configurations
A330-300,28,available in several different configurations
A330-300,28,avionics bay located in the forward section of the fuselage
A330-300,28,blue and red stripes running along the length of the fuselage
A330-300,28,both passenger and cargo flights
A330-300,28,bright and welcoming white
A330-300,28,cabin is also very quiet
A330-300,28,cabin is pressurized
A330-300,28,"cabin is pressurized to a cabin altitude of 2,950 m"
A330-300,28,cabin of the aircraft is typically configured with three classes of seating
A330-300,28,can also be configured for vip services
A330-300,28,can often be seen flying to and from
A330-300,28,capable of carrying up to 300 passengers
A330-300,28,"capable of operating from airports with runway lengths of 3,500 m"
A330-300,28,capable of operating on long-haul routes
A330-300,28,capacity of carrying up to335 passengers
A330-300,28,capacity of up to 300 passengers
A330-300,28,carpets are a deep and luxurious white
A330-300,28,carry up to 293 passengers
A330-300,28,carry up to 300 passengers
A330-300,28,carry up to 335 passengers in a standard configuration
A330-300,28,carry up to 335 passengers in a three-class configuration
A330-300,28,carry up to 335 passengers in a two-class configuration
A330-300,28,"carry up to 45,990kg"
A330-300,28,carrying up to 293 passengers
A330-300,28,ceilings are a pristine white
A330-300,28,clean and functional white
A330-300,28,cockpit
A330-300,28,comfortable and spacious aircraft
A330-300,28,comfortable and upholstered in white
A330-300,28,comfortable seating configuration
A330-300,28,configuration
A330-300,28,cruise speed of 564 mph
A330-300,28,cruise speed of mach 0.85
A330-300,28,cruising speed of 559 mph
A330-300,28,cruising speed of 806km/h
A330-300,28,cruising speed of 828 kilometers per hour
A330-300,28,cruising speed of 828 km/h
A330-300,28,cruising speed of 828km/h
A330-300,28,cruising speed of 833 km/h
A330-300,28,cruising speed of 862 kilometers per hour
A330-300,28,cruising speed of 870 kilometers per hour
