class,label,concept
blow dry hair,12,"once your hair is cooled, apply a finishing product to help hold your style"
blow dry hair,12,one hand to hold the hairdryer
blow dry hair,12,one hand to hold their hair back while they dry it
blow dry hair,12,one last time
blow dry hair,12,one section at a time
blow dry hair,12,operated with one hand
blow dry hair,12,"other hand is busy holding up a section of hair, keeping it taut as they dry"
blow dry hair,12,other hand is holding the section of hair being dried
blow dry hair,12,other hand is holding their hair up
blow dry hair,12,other hand to hold their hair
blow dry hair,12,pay special attention to the ends of your hair
blow dry hair,12,perfect for all hair types
blow dry hair,12,perfect for everyday use
blow dry hair,12,perfect for those who have frizzy hair
blow dry hair,12,performed on wet or damp hair
blow dry hair,12,person begins by wetting their hair with water
blow dry hair,12,person doing the action is standing up and has their head tilted back
blow dry hair,12,person is careful not to hold the hair dryer too close to the person's head
blow dry hair,12,person is holding the hairdryer at a distance from their head
blow dry hair,12,person is slowly moving the brush and hair dryer around the person's head
blow dry hair,12,person is standing in front of a mirror
blow dry hair,12,person is standing in front of a mirror with a blow dryer in their hand
blow dry hair,12,person is standing in front of a mirror with a hair dryer in their hand
blow dry hair,12,"person is standing in front of a mirror, holding a blow dryer in one hand"
blow dry hair,12,"person is standing in front of a mirror, holding a hairdryer"
blow dry hair,12,person is using one hand to hold the hairdryer
blow dry hair,12,person is using one hand to hold their hair in place while they dry it
blow dry hair,12,person is using one hand to hold their hair while they dry it
blow dry hair,12,person then puts the brush and blow dryer away
blow dry hair,12,person then starts to move the brush in a circular motion
blow dry hair,12,"person's eyes are focused on the task at hand, making sure not to miss a"
blow dry hair,12,person's hair is being styled by a hairdresser
blow dry hair,12,person's hair is drying quickly due to the heat of the hairdryer
blow dry hair,12,point the blow dryer down the shaft of your hair
blow dry hair,12,pointing downwards towards the person's hair
blow dry hair,12,pointing the nozzle down the hair shaft
blow dry hair,12,powered by a battery
blow dry hair,12,put a towel around their head to dry their hair off
blow dry hair,12,put down the brush
blow dry hair,12,put down the hair dryer
blow dry hair,12,put on a headband or clip to keep their hair out of their face
blow dry hair,12,put on some jewelry to add a finishing touch
blow dry hair,12,put the blow dryer away
blow dry hair,12,put the blow dryer down
blow dry hair,12,put the brush under the hair and close to the scalp
blow dry hair,12,put the hair dryer down
blow dry hair,12,putting away the hairdryer
blow dry hair,12,putting the blow dryer away
blow dry hair,12,putting the blow dryer down
blow dry hair,12,putting the hair dryer away
blow dry hair,12,putting the hair dryer down
blow dry hair,12,putting the hairdryer away
blow dry hair,12,"quick and easy way to achieve sleek, shiny, and voluminous hair"
blow dry hair,12,quick and easy way to dry your hair
blow dry hair,12,quick and easy way to get your hair dry and styled
blow dry hair,12,ready to face the day
blow dry hair,12,repeat steps 4-6 until each section of hair is completely dry
blow dry hair,12,repeat this process on all sections of hair
blow dry hair,12,repeat this process with the remaining sections of your hair until all of your hair is dry
blow dry hair,12,run the blow dryer through their hair
blow dry hair,12,run their fingers through their hair one last time
blow dry hair,12,run their fingers through their hair one last time before turning off the blow dryer
blow dry hair,12,run their fingers through their hair to style it
blow dry hair,12,running their fingers through their hair
blow dry hair,12,running their fingers through their hair to style it
blow dry hair,12,running their fingers through their hair to style it as they dry it
blow dry hair,12,satisfied smile
blow dry hair,12,satisfied with the results
blow dry hair,12,satisfied with their hair
blow dry hair,12,"satisfied with their hair, they put away the hair dryer and hair dryer"
blow dry hair,12,section hair off and begin blow drying it
blow dry hair,12,section off their hair
blow dry hair,12,see the results in the mirror
blow dry hair,12,shakes head
blow dry hair,12,shiny and sleek from the blow drying
blow dry hair,12,simple hair drying tool
blow dry hair,12,six inches away from their hair
blow dry hair,12,slowly brush your hair
blow dry hair,12,slowly moving the blow dryer around their head
blow dry hair,12,slowly moving the blow dryer back and forth
blow dry hair,12,slowly moving the hairdryer around their head
blow dry hair,12,small handle
blow dry hair,12,sound of the blow dryer is loud and consistent
blow dry hair,12,sound of the hair dryer is constant
blow dry hair,12,start at the roots
blow dry hair,12,start at the roots again and slowly brush your hair while you direct the airflow from the blow
blow dry hair,12,start at the roots and work your way down to the ends
blow dry hair,12,start by towel drying it to remove any excess water
blow dry hair,12,start by using a heat protectant spray before blow drying
blow dry hair,12,start by using the low heat setting on your blow dryer
blow dry hair,12,start by wetting the hair with a towel
blow dry hair,12,start taking a small section of hair
blow dry hair,12,start their day
blow dry hair,12,start to move the brush and blow dryer up the hair
blow dry hair,12,start with the bottom layer of your hair
blow dry hair,12,starting to look dry and styled by the hairdryer
blow dry hair,12,starting to look like it has been styled with a blow dryer
blow dry hair,12,starting to look styled
blow dry hair,12,starting to put the blow dryer away
blow dry hair,12,starting with the lowest setting on your blow dryer
blow dry hair,12,style as desired
blow dry hair,12,style it as desired
blow dry hair,12,styled by blowing hot air through it
blow dry hair,12,styled by using a blow dryer to set the style
blow dry hair,12,styled by using a brush to direct the hot air
blow dry hair,12,styled by using a comb to smooth it
blow dry hair,12,styled by using a curling iron to curl it
blow dry hair,12,styled by using a diffuser to distribute the hot air
blow dry hair,12,styled by using a flat iron to straighten it
blow dry hair,12,styled by using a nozzle to concentrate the hot air
blow dry hair,12,styled by using product to hold it in place
blow dry hair,12,styled using a blow dryer
blow dry hair,12,take a brush and start to brush their hair downwards
blow dry hair,12,take a look at their hair to make sure everything looks good
blow dry hair,12,take a small section of hair and wrap it around the brush
blow dry hair,12,take a towel and dry their hair off
blow dry hair,12,takes just a few minutes
blow dry hair,12,takes not much time
blow dry hair,12,the most prone to damage from heat
blow dry hair,12,their other hand is holding a brush and they are using it to brush their hair while they
blow dry hair,12,they take a round brush and brush through each section of hair
blow dry hair,12,three heat settings and two speed settings
blow dry hair,12,tilted back
blow dry hair,12,tilting their head back and forth
blow dry hair,12,tool that is used to dry hair
blow dry hair,12,towel drying your hair to remove any excess water
blow dry hair,12,towel drying your hair to remove excess water
blow dry hair,12,towel-dried hair
blow dry hair,12,turn off the blow dryer and let your hair cool
blow dry hair,12,turn off the blow dryer and put everything away
blow dry hair,12,turn off the blow dryer and put it down
blow dry hair,12,turn off the blow dryer and unclip your hair
blow dry hair,12,turn off the hair dryer
blow dry hair,12,turn off the hairdryer
blow dry hair,12,turn on the blow dryer
blow dry hair,12,turn up the heat on the blow dryer
blow dry hair,12,turned off
blow dry hair,12,turning off the blow dryer and putting it down
blow dry hair,12,turns off the blow dryer
blow dry hair,12,two speed settings
blow dry hair,12,unwrapped and styled as desired
blow dry hair,12,use a back and forth motion to dry
blow dry hair,12,use a brush to direct the hair while you
blow dry hair,12,use a brush to help you style your hair while you are blow drying it
blow dry hair,12,use a brush to style it into place
blow dry hair,12,use a brush to style the hair
blow dry hair,12,use a brush to style their hair
blow dry hair,12,use a brush to style your hair as desired
blow dry hair,12,"use a continuous, smooth motion"
blow dry hair,12,use a diffuser to help add some volume to their hair
blow dry hair,12,use a diffuser to help add volume and curl to hair
blow dry hair,12,use a hairdryer to set their hair
blow dry hair,12,use a hairspray to keep your style in place
blow dry hair,12,use a heat protectant
blow dry hair,12,use a higher heat setting and move the brush more quickly down the hair shaft for thicker
blow dry hair,12,use a round brush to curl the
blow dry hair,12,use a round brush to curl the hair
blow dry hair,12,use a round brush to dry each section of hair
blow dry hair,12,use a round brush to help straighten their hair as they dry it
blow dry hair,12,use a round brush to hold each section while you blow dry
blow dry hair,12,use a round brush to style it
blow dry hair,12,"use a styling product to add texture or hold, if desired"
blow dry hair,12,use blow dryer to help set the
blow dry hair,12,use brush to style their hair the way they want it
blow dry hair,12,use fingers or a brush to direct the hair where you want it to go
blow dry hair,12,use fingers to comb through their hair and style it
blow dry hair,12,use hairspray to keep their hair in place
blow dry hair,12,use hairspray to set their hair
blow dry hair,12,use nozzle attachment on your blow dryer to help concentrate the airflow and smooth out your hair
blow dry hair,12,use of a brush to help style their hair
blow dry hair,12,use on wet or dry hair
blow dry hair,12,use their fingers to comb through their hair to make sure it is styled the way they
blow dry hair,12,use their fingers to style their hair
blow dry hair,12,use their fingers to style their hair into the desired look
blow dry hair,12,use their left hand to hold their hair up
blow dry hair,12,use their other hand to brush their hair
blow dry hair,12,use your fingers or a brush to style your hair into place
blow dry hair,12,use your fingers to comb through your hair while you are blow drying it
blow dry hair,12,used after washing and conditioning to help style the hair
blow dry hair,12,used on all hair types
blow dry hair,12,used to dry the hair
blow dry hair,12,using a brush to style their hair
blow dry hair,12,using a comb to style their hair
blow dry hair,12,using a hair dryer to dry their hair
blow dry hair,12,using a towel to dry their hair
blow dry hair,12,using hair products to style their hair
blow dry hair,12,using the brush to brush the person's hair
blow dry hair,12,using the brush to style their hair
blow dry hair,12,using the other hand to brush their hair
blow dry hair,12,using the other hand to hold the hair dryer and direct the airflow
blow dry hair,12,using their fingers to style their hair
blow dry hair,12,using their other hand to help hold their hair
blow dry hair,12,walk away from the mirror
blow dry hair,12,whole process takes about 30 minutes to an hour
blow dry hair,12,whole process usually takes around 10 minutes
blow dry hair,12,work your way up the section
blow dry hair,12,"works best on healthy, clean hair"
blow dry hair,12,wrap their hair around the brush
blow dry hair,12,wrapped around the head
blowing candles,13,a few wisps of smoke coming from the extinguished candles
blowing candles,13,action action looks like someone is trying to blow out a candle
blowing candles,13,action action looks like someone is trying to blow out a candle that is already lit
blowing candles,13,action action looks like someone is trying to blow out a candle that is not lit
blowing candles,13,"action action looks like someone is trying to blow out a candle, but the candle"
blowing candles,13,"action action looks like someone is trying to blow out a candle, but the wind"
blowing candles,13,action can also be used to create a smokey effect
blowing candles,13,action can be dangerous if not done carefully
blowing candles,13,action is often done with a steady stream of air
blowing candles,13,action looks like someone is trying to blow out a fire
blowing candles,13,admirates their handiwork
blowing candles,13,admiration
blowing candles,13,"after a few seconds, the candles should be extinguished"
blowing candles,13,"after a few seconds, the person will have blown out all the candles"
blowing candles,13,all burning
blowing candles,13,all burning brightly
blowing candles,13,all lit
blowing candles,13,"all of the sudden, the candles are extinguished and the room is plunged into"
blowing candles,13,all that is left is the memory of their light
blowing candles,13,all that is left of the candles are the blackened wicks
blowing candles,13,all the air from their lungs is being used to blow out the fire
blowing candles,13,almost burned down
blowing candles,13,almost burned down to the nub
blowing candles,13,also may also need to use their hands to help shield the candles from the air stream
blowing candles,13,approximately 6-8 inches away from your face
blowing candles,13,arranged in a line on a flat surface
blowing candles,13,ask someone else to help you
blowing candles,13,beautiful and mesmerizing
blowing candles,13,being blown around by the wind
blowing candles,13,being blown away by the wind
blowing candles,13,being blown in the wind
blowing candles,13,being blown out by the wind
blowing candles,13,being blown out of the holders by the wind
blowing candles,13,being blown over by the wind
blowing candles,13,being blown through by the wind
blowing candles,13,being blown toward by the wind
blowing candles,13,being blown towards by the wind
blowing candles,13,being blown under by the wind
blowing candles,13,being blown up by the wind
blowing candles,13,being blown with the wind
blowing candles,13,being extinguished by the wind
blowing candles,13,billow out from under the glass and create a smoky effect
blowing candles,13,blow back from the force of their breath
blowing candles,13,blow in the wind
blowing candles,13,blow in unison
blowing candles,13,blow it out again
blowing candles,13,blow it out and let it cool before continuing
blowing candles,13,blow out candles before leaving the room
blowing candles,13,blow out quickly and carefully
blowing candles,13,blow out the candle with a steady stream of air
blowing candles,13,blow out the candles in one breath
blowing candles,13,blow out the flame
blowing candles,13,"blow out the flame with a quick, steady exhale"
blowing candles,13,blow out the last candle and the action is complete
blowing candles,13,blowing air out of their mouth
blowing candles,13,blowing in the same direction
blowing candles,13,blowing in the wind
blowing candles,13,blowing on the cake to cool it down
blowing candles,13,blowing out as hard as they can
blowing candles,13,blown away by the wind
blowing candles,13,blown out by the wind
blowing candles,13,blown towards the wind
blowing candles,13,blows out the candles on the cake
blowing candles,13,blows the flames out
blowing candles,13,breath creates a gentle breeze that flickers the candle flame
blowing candles,13,breath is hot as it hits the candles
blowing candles,13,breath is making candle flame flicker
blowing candles,13,breath is steady and strong as they blow out the candles
blowing candles,13,breath is warm and moist
blowing candles,13,breathing in
blowing candles,13,breathing out slowly and steadily
blowing candles,13,brightly
blowing candles,13,burning in a room with many people
blowing candles,13,cake in front of person
blowing candles,13,"candle flame is extinguished, leaving a small column of smoke"
blowing candles,13,candle is in front of them
blowing candles,13,candle is no longer lit
blowing candles,13,candles are arranged in a line
blowing candles,13,candles are burning in a room with a mirror
blowing candles,13,candles are burning in a wind
blowing candles,13,candles are extinguished
blowing candles,13,candles are gone
blowing candles,13,candles are lined up in a row on the table
blowing candles,13,candles are smoking
blowing candles,13,candles flicker and dance in the breeze
blowing candles,13,candles have been extinguished
blowing candles,13,candles on the cake
blowing candles,13,careful not to burn yourself
blowing candles,13,cast a warm glow over the room
blowing candles,13,cheeks are puffed out
blowing candles,13,cheeks are slightly puffed out
blowing candles,13,cheeks may be red from the effort
blowing candles,13,cheeks might puff out and their lips might purse as they try to direct a stream of
blowing candles,13,cheeks might start to puff out and turn red from the effort
blowing candles,13,cheeks puff out as they blow out the candle
blowing candles,13,cheeks puff out as they blow out the candles
blowing candles,13,cheeks start to get red
blowing candles,13,colors are bright and vibrant
blowing candles,13,column of smoke from the candle dissipates
blowing candles,13,concentrating hard and making sure not to touch the fire
blowing candles,13,content
blowing candles,13,continue blowing until the flame is extinguished
blowing candles,13,continue to burn
blowing candles,13,curls into the air
blowing candles,13,cutting the cake
blowing candles,13,dark room
blowing candles,13,deep breath in
blowing candles,13,deep breath in through your nose
blowing candles,13,different color
blowing candles,13,different colors
blowing candles,13,different heights
blowing candles,13,different sizes
blowing candles,13,difficult task
blowing candles,13,direct their breath towards the candle's wick
blowing candles,13,done quickly or slowly
blowing candles,13,done slowly
blowing candles,13,draw in a deep breath
blowing candles,13,dripping wax
blowing candles,13,each candle is a different color
blowing candles,13,each candle is different in size and color
blowing candles,13,eating a piece of the cake
blowing candles,13,enjoy the cake
blowing candles,13,enjoy the cake with the others
blowing candles,13,enjoy the moment and the company of those around you
blowing candles,13,enjoy the scent of the candles
blowing candles,13,enjoyed by all
blowing candles,13,enjoying their cake
blowing candles,13,enjoys their cake
blowing candles,13,excited
blowing candles,13,exhale sharply
blowing candles,13,exhale slowly and evenly through pursed lips
blowing candles,13,exhale slowly and evenly through your mouth
blowing candles,13,"exhale through your mouth, directing your breath towards the candle's wick"
blowing candles,13,exhales slowly and steadily onto the candles
blowing candles,13,exhaling forcefully
blowing candles,13,exhaling slowly
blowing candles,13,extinguish candles
blowing candles,13,extinguish the candle in a safe place
blowing candles,13,extinguished
blowing candles,13,extinguished by the wind
blowing candles,13,extract concepts from sentence:
blowing candles,13,eyes are closed
blowing candles,13,eyes are focused on the candles
blowing candles,13,eyes are open and focused on the candle
blowing candles,13,eyes are squinted
blowing candles,13,eyes may be closed
blowing candles,13,eyes remain focused on candle
blowing candles,13,eyes start to water as they blow out the candles
blowing candles,13,face is close to the candle as they blow out the flame
blowing candles,13,face is getting red
blowing candles,13,face is getting red from the exertion
blowing candles,13,face is illuminated by the candles as they lean in to blow them out
blowing candles,13,face is illuminated by the flame of the candle
blowing candles,13,filling their lungs with air
blowing candles,13,find a candle and a lighter
blowing candles,13,flame is flickering
blowing candles,13,flame of the candle is extinguished
blowing candles,13,flame of the candles is flickering
blowing candles,13,flame on the candle is flickering
blowing candles,13,flames are blowing in the wind
blowing candles,13,flames are flickering wildly
blowing candles,13,flames are long and thin
blowing candles,13,flames are of a beautiful blue color
blowing candles,13,flames are reflected in the
blowing candles,13,flames flicker as the person blows
blowing candles,13,flames of the candles are being extinguished by the wind
blowing candles,13,flames of the candles are flickering
blowing candles,13,flames of the candles are long and thin
blowing candles,13,"flames of the candles dance in the air, propelled by the gentle breeze"
blowing candles,13,flames reach out towards the sky
blowing candles,13,flames will start flicker and then eventually die down
blowing candles,13,flicker and sway
blowing candles,13,flicker and then go out
blowing candles,13,flicker as the person's breath hits them
blowing candles,13,flicker in the air
blowing candles,13,flicker in the breeze
blowing candles,13,flickering
blowing candles,13,flickering in the breeze
blowing candles,13,fluttering in the wind created by the person's breath
blowing candles,13,fun challenge
blowing candles,13,get too close to the candles and start to catch fire
blowing candles,13,getting bigger and smaller
blowing candles,13,getting lower
blowing candles,13,getting smaller as the person blows it out
blowing candles,13,hand out pieces
blowing candles,13,happy
blowing candles,13,happy to have shared their special day with others
blowing candles,13,heat from the candles is blown away by the wind
blowing candles,13,help you
blowing candles,13,hold a candle in your hand
blowing candles,13,hold a lit candle in your hand
blowing candles,13,"hold the candle close to your face, about 6 inches away"
blowing candles,13,hold the candle in their hand
blowing candles,13,hold the lighter up to the candle
blowing candles,13,hold the straw close to the candle
blowing candles,13,holding a cake with a lit candle on it
blowing candles,13,holding a candle
blowing candles,13,holding a lighter in one hand and a birthday candle in the other
blowing candles,13,holding a lighter in their hand
blowing candles,13,holding a lit candle
blowing candles,13,holding lighter up to candles on the cake
blowing candles,13,holding their breath
blowing candles,13,holds a birthday cake with lit candles in front of them
blowing candles,13,"if done correctly, the flame will be extinguished and the wick will be"
blowing candles,13,"if the candle is too low, you can use a cup to cover the candle and"
blowing candles,13,"if the wax splatters, it can be wiped away with a"
blowing candles,13,"if they are unsuccessful, the candles will continue to burn and the wax will continue to melt"
blowing candles,13,"in one swift movement, the person's breath hits the candles and they are extingu"
blowing candles,13,keep mouth close to the candle while doing this action
blowing candles,13,keep the flame in the same spot
blowing candles,13,keep the flame steady with your breath
blowing candles,13,leaning over the cake
blowing candles,13,leaving the person in the dark
blowing candles,13,licking at the air around them
blowing candles,13,light flickering in the eyes of those gathered around them
blowing candles,13,light from the candles is extinguished by the wind
blowing candles,13,light from the candles is flickering in the air
blowing candles,13,light from the candles is shining on the people around the table
blowing candles,13,light playing off the glass holders
blowing candles,13,lighter in their hand
blowing candles,13,lit
blowing candles,13,look of concentration is on the person's face
blowing candles,13,looking at the cake
blowing candles,13,looks around the room again and notices that everyone is watching them
blowing candles,13,looks around the room at the other people
blowing candles,13,looks at the cake
blowing candles,13,looks back at the extinguished candles
blowing candles,13,looks happy and excited
blowing candles,13,looks happy and grateful
blowing candles,13,make a fist with your hand and place it over the top of the candle
blowing candles,13,makes a wish
blowing candles,13,making a soft crackling sound as they burn
blowing candles,13,making a soft noise as they burn
blowing candles,13,making a wish
blowing candles,13,many more birthdays to come
blowing candles,13,melting
blowing candles,13,melting and dripping down the side of the candle
blowing candles,13,melting and dripping down the sides
blowing candles,13,melting and dripping down the sides of the candle
blowing candles,13,mouth forms a tight o shape as they blow out the candles
blowing candles,13,"mouth forms an ""o"" shape as they blow"
blowing candles,13,mouth is closed
blowing candles,13,mouth is open
blowing candles,13,mouth is open as they blow out the candle
blowing candles,13,movement of the candles is extinguished by the wind
blowing candles,13,never leave a lit candle unattended
blowing candles,13,nose starts crinkling as they blow out the candles
blowing candles,13,not successful
blowing candles,13,not to burn yourself with the hot wax
blowing candles,13,not touch the candles with your fingers
blowing candles,13,nothing left but wax drippings on the ground
blowing candles,13,of different sizes
blowing candles,13,"one by one, the candles are extinguished"
blowing candles,13,one year older
blowing candles,13,only light is from the candles themselves
blowing candles,13,only thing left is a thin wisp of smoke
blowing candles,13,opens their eyes and looks around the room
blowing candles,13,other candles are placed around it
blowing candles,13,person continues to exhale until all the candles are extinguished
blowing candles,13,person exhales
blowing candles,13,person is about to light the candle
blowing candles,13,person is celebrating
blowing candles,13,person is making sure to blow out all the candles
blowing candles,13,person is no longer blowing on it
blowing candles,13,person is now holding a smokeless wick
blowing candles,13,person is using the lighter to light the candles on the cake
blowing candles,13,person leans forward to blow out the candle
blowing candles,13,person looks like they are concentrating and making sure all the fires are out
blowing candles,13,person looks like they are concentrating and using all their force to blow out the candles
blowing candles,13,person looks like they are concentrating and using all their might to blow out the candles
blowing candles,13,person looks like they are concentrating and using all their might to extinguish the flame
blowing candles,13,person makes a wish as they blow out the candles
blowing candles,13,person slowly lowers the candle from their face
blowing candles,13,person stands in front of the cake
blowing candles,13,"person takes a deep breath in and then exhales forcefully, causing the candles"
blowing candles,13,person thanks the cake maker
blowing candles,13,person watches as the cake is cut and served
blowing candles,13,person's arms are at their sides
blowing candles,13,person's cheeks are puffed out
blowing candles,13,person's cheeks are puffed out as they blow
blowing candles,13,person's cheeks might puff out a little bit as they blow
blowing candles,13,person's cheeks might start to puff out from the effort
blowing candles,13,person's cheeks puff out as they blow
blowing candles,13,person's eyes are focused on the candle as they blow it out
blowing candles,13,person's eyes are focused on the candle flame
blowing candles,13,"person's eyes widen as they take a deep breath in, preparing to blow"
blowing candles,13,person's face is now in shadow
blowing candles,13,person's hand is holding the candle steady
blowing candles,13,person's lips are pursed as they blow out the candle
blowing candles,13,pick up a candle with your dominant hand
blowing candles,13,pinch the wick between your fingers and hold it close to the flame
blowing candles,13,place a cake with lit candles in front of you
blowing candles,13,place the candle back on the cake
blowing candles,13,place the candle back on the surface from which it came
blowing candles,13,place the candle in front of you
blowing candles,13,place your hand close to your face
blowing candles,13,place your thumb and first 2 fingers around the candle
blowing candles,13,place your thumb and first two fingers around the wick
blowing candles,13,placed in a line on a table
blowing candles,13,proud
blowing candles,13,pucker their lips and blow outwards
blowing candles,13,"put your lips close to the flame, but not too close"
blowing candles,13,reach for a candle with your hand
blowing candles,13,reach out your hand and hold it close to the candle
blowing candles,13,ready to be served
blowing candles,13,receives congratulations from the people around them
blowing candles,13,reflected in the eyes of the people
blowing candles,13,relieved
blowing candles,13,repeat steps 2-5 for each candle
blowing candles,13,repeat this action until all the candles are blown out
blowing candles,13,repeat this process until all the candles are extinguished
blowing candles,13,repeat this process until the candle is extinguished
blowing candles,13,repeat this process with any other candles that you wish to blow out
blowing candles,13,repeat until the candle is extinguished
blowing candles,13,room is now dark
blowing candles,13,satisfaction crosses their face
blowing candles,13,satisfied
blowing candles,13,satisfied look on their face
blowing candles,13,savor the taste of victory
blowing candles,13,scent is sweet and pleasant
blowing candles,13,send a stream of air towards the candles
blowing candles,13,serving cake to others
blowing candles,13,set the candle down on the cake
blowing candles,13,shadows of the candles are dancing on the walls
blowing candles,13,sign of crossing their heart
blowing candles,13,slice cake
blowing candles,13,slowly
blowing candles,13,slowly exhales
blowing candles,13,small fan to blow out the candles
blowing candles,13,small stream of smoke rises from the candle wick
blowing candles,13,small stream of smoke rises from the extinguished flame
blowing candles,13,smell like smoke
blowing candles,13,smell like wax and smoke
blowing candles,13,smell of the candles is blown away by the wind
blowing candles,13,smell of the candles is drifting through the air
blowing candles,13,smell of the candles is filling the room
blowing candles,13,smell of the melting wax fills the air
blowing candles,13,smell of the wax fills the air
blowing candles,13,smile crosses their face as they realize they have completed the task
blowing candles,13,smiles and looks pleased with themselves
blowing candles,13,smiles and looks satisfied
blowing candles,13,smiling
blowing candles,13,smoke from the candles is blown away by the wind
blowing candles,13,smoke from the candles is rising in the air
blowing candles,13,smoke from the candles is thin
blowing candles,13,soft light of the candles illuminates faces
blowing candles,13,"soft, orange color"
blowing candles,13,sometimes done with a gust of
blowing candles,13,"sometimes, the action of action can cause the wax to splatter"
blowing candles,13,sound of the candles is extinguished by the wind
blowing candles,13,standing in front of a cake
blowing candles,13,standing in front of a cake with candles
blowing candles,13,standing in front of a cake with lit candles
blowing candles,13,start to cough from the smoke
blowing candles,13,start to feel lightheaded from the lack of oxygen
blowing candles,13,start to sweat from the heat of the flames
blowing candles,13,starting to sweat
blowing candles,13,steps back from the cake
blowing candles,13,successful
blowing candles,13,suffocated by the person's breath
blowing candles,13,surrounded by people who are also happy and excited
blowing candles,13,survey their work with a sense of accomplishment
blowing candles,13,sweating from the heat of the candles
blowing candles,13,symbolizes making a wish
blowing candles,13,take a break
blowing candles,13,take a deep breath
blowing candles,13,take a deep breath and blow out the candle
blowing candles,13,take a deep breath and blow out the candles
blowing candles,13,take a deep breath and relax
blowing candles,13,take a deep breath and then blow out the candle
blowing candles,13,take a deep breath in
blowing candles,13,"take a deep breath in and then exhale forcefully through your fist,"
blowing candles,13,take a deep breath in through your nose
blowing candles,13,take a few breaths
blowing candles,13,take a sigh of relief
blowing candles,13,take a step back and survey their work
blowing candles,13,take another deep breath
blowing candles,13,take another deep breath and repeat the process for the remaining candles
blowing candles,13,takes a deep breath
blowing candles,13,takes a deep breath and blows out the candles
blowing candles,13,takes a deep breath in
blowing candles,13,takes a final breath and blows out the last candle
blowing candles,13,takes another deep breath and blows on the extinguished candles to make sure they are
blowing candles,13,takes another deep breath and blows out the second candle
blowing candles,13,taking a deep breath
blowing candles,13,taking a step back from the cake
blowing candles,13,taking deep breaths
blowing candles,13,tall and thin
blowing candles,13,tallest candle is in the center
blowing candles,13,texture of candles is smooth and cool to the touch
blowing candles,13,thank everyone for coming and sharing the cake
blowing candles,13,the flames are barely flickering
blowing candles,13,then they go out
blowing candles,13,they are blowing air out
blowing candles,13,tilted back
blowing candles,13,tongue is behind their teeth as they blow out the candles
blowing candles,13,tongue is out
blowing candles,13,tongues of fire
blowing candles,13,tradition
blowing candles,13,try blowing harder
blowing candles,13,try blowing it out from different angles
blowing candles,13,try snuffing out the candle with your fingers
blowing candles,13,try using a straw
blowing candles,13,use the lighter to light the candle
blowing candles,13,use your fingers to pinch the wick and extinguish any remaining embers
blowing candles,13,use your non-dominant hand to steady the candle
blowing candles,13,using their breath to blow out the flame
blowing candles,13,wafting into the air
blowing candles,13,wait for the flame to touch the wick
blowing candles,13,warm glow over the room
blowing candles,13,water from the smoke
blowing candles,13,wavers and then dies out
blowing candles,13,wax from the candles melts as the person blows
blowing candles,13,when you are finished
blowing candles,13,whoosh
blowing candles,13,wicks of the candles are extinguished by the wind
blowing candles,13,wind blowing the flames around
blowing candles,13,wind blows out the candles
blowing candles,13,wind blows the candles out
blowing candles,13,wind extinguishes the candles
blowing candles,13,wipe the wax away with your fingers
body weight squats,14,action action begins with the feet shoulder-width apart
body weight squats,14,action action can also be done with dumbbells
body weight squats,14,action action can also be done with one leg at a time
body weight squats,14,action action consists of lowering your body down into a
body weight squats,14,action action is performed by sitting in a squatting
body weight squats,14,action action looks like someone is trying to sit in a chair
body weight squats,14,action action looks like someone lowering their body down into a
body weight squats,14,action action looks like someone sitting in a chair with their feet
body weight squats,14,action action looks like you are sitting in an imaginary chair
body weight squats,14,action action looks like you are standing with your weight in your heels
body weight squats,14,add a little jump at the top for an added challenge
body weight squats,14,add a weight such as a dumbbell
body weight squats,14,add jumps to squat by exploding up out of the bottom of
body weight squats,14,add weight as needed
body weight squats,14,add weight by holding a dumbbell or kettlebell in front of your chest
body weight squats,14,add weight to your body
body weight squats,14,"after a few sets, the person may start to feel their muscles fatigue."
body weight squats,14,again making sure your knees do not go past your toes
body weight squats,14,arms are either extended out in front of them or crossed over their chest
body weight squats,14,arms are outstretched in front of them
body weight squats,14,arms may be extended out in front of them for balance
body weight squats,14,"as body reaches waist level, the individual begins to drive their hips back and forth,"
body weight squats,14,as low as you can
body weight squats,14,"as they lower down, their arms extend out in front of them for balance"
body weight squats,14,"as they lower down, they are breathing in"
body weight squats,14,"as they lower down, they should breathe in"
body weight squats,14,"as they lower themselves down, they should breathe in"
body weight squats,14,"as they perform the squats, you can see their quads and glute"
body weight squats,14,"as they push up, their arms return to their sides"
body weight squats,14,"as they reach the bottom of the squat, they are pushing back up through their"
body weight squats,14,as you get stronger
body weight squats,14,avoid arching their back or rounding their shoulders as they perform the squat
body weight squats,14,avoid letting their knees extend over their toes
body weight squats,14,avoids arching their back or rounding their shoulders
body weight squats,14,"begin to add weight in the form of dumbbells, barbells, or kettlebell"
body weight squats,14,begin to lower their body down
body weight squats,14,bend at the knees and hips
body weight squats,14,bend their knees and hips
body weight squats,14,bend your knees and lower your hips until your thighs are parallel to the floor
body weight squats,14,bend your knees and lower your hips until your thighs are parallel to the ground
body weight squats,14,"bend your knees to about 90 degrees, or as low as you can go without losing your"
body weight squats,14,bend your knees to lower into a squat
body weight squats,14,"bending their knees and hips, as if they"
body weight squats,14,"bends their knees and lowers their hips, bringing their thighs parallel to"
body weight squats,14,beneficial for more experienced exercisers as well
